Name,MC #,Symbol,Price,BTC,1h,24h,7d,14d,30d,45d,90d,200d,Mkt. Cap,MCAP BTC,24h Vol,24h Vol BTC,Circ. Supply,Total Supply,Max. Supply,Team,Advisors,Brand/Buzz,Product,Coin,Social,Communication,Business,GitHub,GitHub,Avg. volume,Age (mo),Winning months,label_Price,label_Mkt. Cap,label_growth_rate_Price,label_growth_rate_Mkt. Cap,label_disappeared
Dreamcoin,1398.0,DRM,0.0167,2.11e-06,-11.97,3.54,20.62,-13.18,20.46,94.68,-9.1,-56.02,42.26,42.26,4.41,4.41,2.534,2534113.0,,38.4,,,0.0,93.0,30.0,25.0,100.0,5.0,5.0,8.0,57.0,57.0,0.007,18.0,-0.5808383233532934,-0.5740653099858022,FALSE
Ultiledger,482.0,ULT,0.0069,8.8e-07,-0.26,-0.91,4.08,1.86,12.45,12.45,,,4.18,4.18,642.74,642.74,602.776,4500000000.0,,38.35,,,0.0,39.0,36.0,5.0,70.0,60.0,60.0,23204.0,1.0,1.0,0.0249,15.62,2.608695652173913,2.736842105263158,FALSE
Monster Byte Inc,946.0,MBI,0.0326,9.44e-06,0.0,0.0,135.3,27.18,-1.21,1.42,-40.36,-25.48,548.4,548.4,0.0,0.0,16.823,40000000.0,,38.3,,,10.0,73.0,43.0,40.0,100.0,0.0,0.0,36.0,18.0,18.0,,,,,TRUE
Canada eCoin,1230.0,CDN,0.0014,4e-07,-0.48,-15.05,-38.34,-41.96,-20.76,-42.61,-63.57,-83.27,134.63,134.63,79.79,79.79,97.416,97415544.0,,38.3,,,10.0,88.0,28.0,0.0,100.0,10.0,10.0,59.0,57.0,57.0,,,,,TRUE
TEKcoin,1377.0,TEK,3.578e-05,1e-08,0.0,0.0,0.0,0.0,4.92,-11.55,-71.96,-75.6,50.59,50.59,0.0,0.0,1.414,1414054562.0,,38.25,,,0.0,80.0,39.0,0.0,0.0,20.0,20.0,5.0,57.0,57.0,,,,,TRUE
Bitcoin X,1533.0,BTX,0.0024,3e-07,-1.08,15.89,52.81,-5.66,-44.15,-87.39,-97.78,-97.78,6.74,6.74,169.63,169.63,2.864,20998348.0,,38.2,,,30.0,62.0,46.0,0.0,100.0,0.0,0.0,334.0,3.0,3.0,0.0002,473.87,-0.9166666666666666,69.30712166172107,FALSE
Nyancoin,1122.0,NYAN,0.0007,9e-08,-0.11,-12.39,45.96,30.54,120.13,97.16,120.18,-39.51,229.63,229.63,3.33,3.33,322.806,322805606.0,337000000.0,38.15,,,30.0,80.0,35.0,0.0,0.0,10.0,10.0,71.0,60.0,60.0,,,,,TRUE
Opal,1243.0,OPAL,0.0084,1.06e-06,0.0,-16.75,-16.75,10.69,3.21,-25.46,-50.45,-63.69,127.82,127.82,0.0,0.0,15.155,15155423.0,,38.1,43.0,0.0,10.0,98.0,20.0,5.0,100.0,20.0,20.0,2.0,53.0,53.0,0.0035,52.78,-0.5833333333333334,-0.5870755750273823,FALSE
Neuro,1479.0,NRO,0.0003,4e-08,-0.13,-2.8,30.94,182.08,57.84,6.81,-2.24,-80.56,18.77,18.77,77.55,77.55,59.401,61401326.0,,38.1,,,10.0,83.0,34.0,5.0,100.0,5.0,5.0,18.0,20.0,20.0,,,,,TRUE
EmberCoin,1590.0,EMB,5e-08,0.0,0.0,2.2,115.27,-10.91,-57.17,7.86,-51.99,-88.11,0.0,0.0,0.0,0.0,0.0,861773921917.0,,38.05,,,0.0,80.0,23.0,50.0,70.0,30.0,30.0,459.0,18.0,18.0,3e-08,0.0,-0.4,1,FALSE
Crystal Clear,1446.0,CCT,0.0055,6.9e-07,-0.13,-5.17,-5.17,-49.48,-58.96,-58.03,-75.13,-85.1,29.57,29.57,1.9,1.9,5.424,6924060.0,10000000.0,38.0,63.0,25.0,30.0,68.0,39.0,5.0,100.0,0.0,0.0,28.0,16.0,16.0,0.0017,9.53,-0.6909090909090909,-0.6777138992221846,FALSE
ParallelCoin,1482.0,DUO,0.0586,7.39e-06,-0.13,-63.97,-16.84,-28.63,-58.86,-67.08,-75.73,-89.91,18.43,18.43,3.11,3.11,314.719,314719.0,,38.0,,,0.0,78.0,43.0,0.0,0.0,15.0,15.0,137.0,39.0,39.0,0.978,307.79,15.689419795221843,15.700488334237656,FALSE
Bitcoin Planet,1554.0,BTPL,0.0007,9e-08,-0.98,-2.8,16.61,-17.72,-46.56,-56.08,-75.42,-93.09,4.84,4.84,17.59,17.59,6.804,7302962.0,,38.0,,,10.0,83.0,34.0,0.0,100.0,5.0,5.0,7.0,19.0,19.0,,,,,TRUE
Hyper Pay,1723.0,HPY,0.0023,2.9e-07,0.0,0.0,-2.68,59.45,78.81,33.76,-19.83,-72.69,0.0,0.0,0.0,0.0,0.0,2650000000.0,,38.0,25.0,0.0,10.0,63.0,21.0,50.0,100.0,,,297.0,13.0,13.0,0.0008,0.0,-0.6521739130434783,1,FALSE
ArcticCoin,1155.0,ARC,0.0072,9.1e-07,44.63,88.83,132.43,117.45,86.27,51.48,-42.81,-70.2,185.05,185.05,1.48,1.48,25.65,25650015.0,,37.9,,,0.0,78.0,24.0,5.0,100.0,30.0,30.0,105.0,28.0,28.0,0.0013,35.79,-0.8194444444444444,-0.80659281275331,FALSE
Zeitcoin,1190.0,ZEIT,4.39e-06,0.0,0.82,14.15,40.1,-67.17,-73.52,-78.0,-87.98,-93.01,162.41,162.41,369.14,369.14,36.971,36971232036.0,,37.85,,,30.0,88.0,13.0,5.0,100.0,20.0,20.0,189.0,59.0,59.0,2.03e-06,75.11,-0.5375854214123007,-0.5375284773105105,FALSE
MassGrid,395.0,MGD,0.0866,1.093e-05,0.24,-5.33,9.44,45.78,35.14,17.24,40.69,40.69,6.33,6.33,35.85,35.85,73.053,134235258.0,,37.75,43.0,25.0,10.0,48.0,33.0,50.0,70.0,40.0,40.0,7144.0,6.0,6.0,0.0112,847.8,-0.8706697459584295,132.93364928909952,FALSE
Oceanlab,1331.0,OCL,0.0014,1.8e-07,0.19,1.64,31.71,-60.29,-63.78,-79.44,-81.47,-83.86,67.39,67.39,67.18,67.18,46.5,50000000.0,,37.7,21.0,0.0,20.0,48.0,56.0,0.0,100.0,,,121.0,17.0,17.0,4.581e-05,2.13,-0.9672785714285713,-0.9683929366374834,FALSE
808Coin,1434.0,808,3e-08,0.0,0.34,-4.2,-53.82,-59.16,-72.7,-82.78,-92.32,-99.46,31.24,31.24,124.35,124.35,1.098,1097726943145.0,,37.7,,,30.0,78.0,28.0,20.0,70.0,10.0,10.0,395.0,30.0,30.0,,,,,TRUE
PROUD Money,1722.0,PROUD,0.0088,1.11e-06,10.86,-12.2,-45.54,-30.78,115.16,149.61,42.64,-33.9,0.0,0.0,74.19,74.19,0.0,5711511682.0,,37.7,,,30.0,83.0,23.0,0.0,100.0,10.0,10.0,120.0,28.0,28.0,0.0016,0.0,-0.8181818181818182,1,FALSE
GeoCoin,701.0,GEO,0.5296,6.687e-05,-0.13,-2.97,-7.2,61.14,39.84,22.2,-23.87,-39.1,1.68,1.68,3.78,3.78,3.181,4000000.0,,37.55,0.0,0.0,50.0,80.0,46.0,45.0,0.0,0.0,0.0,1130.0,47.0,47.0,0.1878,597.15,-0.645392749244713,354.4464285714286,FALSE
CompuCoin,1484.0,CPN,0.0009,2.7e-07,0.0,0.0,0.0,0.0,0.0,0.0,-62.63,-66.67,18.06,18.06,0.0,0.0,19.615,19615019.0,,37.55,,,30.0,80.0,34.0,0.0,30.0,5.0,5.0,0.0,43.0,43.0,,,,,TRUE
Animecoin,1720.0,ANI,0.0004,1.2e-07,0.0,0.0,0.0,0.0,-22.42,-32.97,-63.08,-94.11,0.0,0.0,0.0,0.0,0.0,,,37.55,,,50.0,83.0,19.0,0.0,100.0,5.0,5.0,6.0,59.0,59.0,,,,,TRUE
Adenz,1721.0,DNZ,4.484e-05,1e-08,-0.48,-0.31,0.11,-30.77,-86.0,-86.89,-95.74,-95.74,0.0,0.0,0.19,0.19,0.0,5333061.0,,37.55,,,0.0,85.0,34.0,0.0,70.0,10.0,10.0,0.9655,5.0,5.0,,,,,TRUE
Dinastycoin,988.0,DCY,0.0002,3e-08,-0.13,-2.8,29.56,121.36,50.95,42.65,23.17,-18.84,441.57,441.57,21.57,21.57,1.863,1862805628.0,,37.4,,,30.0,83.0,31.0,5.0,70.0,0.0,0.0,130.0,19.0,19.0,0.0002,433.56,0.0,-0.018139819281201147,FALSE
DigiFinexToken,1726.0,DFT,0.2926,3.693e-05,0.4,0.95,0.2,117.67,113.31,115.55,83.04,-56.99,0.0,0.0,16.03,16.03,0.0,2100000000.0,,37.4,0.0,0.0,20.0,60.0,61.0,0.0,70.0,,,807565.0,7.0,7.0,0.4634,0.0,0.5837320574162678,1,FALSE
BeeKan,1727.0,BKBT,0.001,1.3e-07,-0.7,-5.79,-2.37,136.31,64.43,193.54,36.17,-82.05,0.0,0.0,227.13,227.13,0.0,10000000000.0,,37.4,,,0.0,76.0,44.0,0.0,100.0,0.0,0.0,651168.0,7.0,7.0,0.0004,0.0,-0.6000000000000001,1,FALSE
APR Coin,1274.0,APR,0.0138,1.75e-06,18.39,6.58,29.96,-41.0,-61.33,-67.5,-87.81,-95.86,101.69,101.69,22.79,22.79,7.354,7353803.0,25000000.0,37.35,,,30.0,66.0,33.0,20.0,100.0,10.0,10.0,6508.0,9.0,9.0,0.0031,32.33,-0.7753623188405797,-0.6820729668600649,FALSE
iQuant,1732.0,IQT,0.0098,1.24e-06,-0.13,138.21,122.75,71.44,55.48,42.22,131.7,-73.3,0.0,0.0,97.21,97.21,0.0,100000000.0,,37.35,0.0,0.0,30.0,88.0,34.0,5.0,100.0,5.0,5.0,0.6667,17.0,17.0,,,,,TRUE
Bata,1218.0,BTA,0.0281,3.55e-06,-2.71,-5.9,14.33,45.65,82.83,103.12,-25.39,-68.84,142.04,142.04,491.09,491.09,5.052,5052026.0,10000000.0,37.3,0.0,0.0,30.0,63.0,28.0,0.0,100.0,40.0,40.0,155.0,44.0,44.0,0.0046,23.09,-0.8362989323843416,-0.8374401577020557,FALSE
PyrexCoin,1485.0,PYX,0.0015,1.9e-07,-0.12,-11.58,35.87,98.77,-73.21,-77.06,-88.9,-88.9,17.93,17.93,117.61,117.61,11.946,18446744.0,,37.3,14.0,0.0,0.0,80.0,40.0,0.0,70.0,,,86.0,4.0,4.0,,,,,TRUE
EtherSportz,1166.0,ESZ,0.0261,3.3e-06,-0.23,-10.03,43.11,-12.83,36.37,6.53,-51.58,-80.62,177.87,177.87,65.78,65.78,6.806,6805580.0,,37.25,83.0,100.0,50.0,48.0,15.0,90.0,100.0,0.0,0.0,477.0,12.0,12.0,0.0537,157.07,1.057471264367816,-0.11693933771855856,FALSE
Eryllium,1493.0,ERY,0.0012,1.5e-07,0.0,0.0,62.21,109.47,16.0,42.97,-59.83,-79.95,16.42,16.42,0.0,0.0,13.663,18111856.0,100000000.0,37.25,,,10.0,88.0,34.0,5.0,30.0,5.0,5.0,4.0,24.0,24.0,,,,,TRUE
Paypex,630.0,PAYX,0.0326,4.11e-06,0.85,-7.51,31.17,122.19,33.16,15.85,-28.17,-97.83,2.23,2.23,41.5,41.5,68.429,150000000.0,,37.2,0.0,0.0,20.0,20.0,70.0,0.0,100.0,,,18347.0,15.0,15.0,0.0143,981.8,-0.5613496932515337,439.2690582959641,FALSE
Energycoin,920.0,ENRG,0.0053,6.7e-07,-0.12,86.9,68.82,68.82,,,,-84.62,651.72,651.72,4.28,4.28,122.325,122325446.0,,37.15,63.0,0.0,0.0,68.0,48.0,0.0,100.0,5.0,5.0,4372.0,57.0,57.0,0.0012,146.52,-0.7735849056603774,-0.7751795249493648,FALSE
Gapcoin,1265.0,GAP,0.0078,2.25e-06,0.0,0.0,0.0,0.0,0.0,0.0,-21.39,-48.71,111.39,111.39,0.0,0.0,14.367,14366554.0,,37.15,,,0.0,83.0,41.0,0.0,30.0,5.0,5.0,0.0,51.0,51.0,,,,,TRUE
GrandCoin,1337.0,GDC,7.171e-05,2e-08,0.0,0.0,0.0,0.0,-12.33,-33.83,-43.57,-67.46,63.4,63.4,0.0,0.0,884.126,884125802.0,1420609614.0,37.15,,,0.0,80.0,24.0,0.0,100.0,25.0,25.0,10.0,62.0,62.0,,,,,TRUE
Bolenum,1365.0,BLN,2.22e-06,0.0,12.47,17.02,31.57,-37.73,-19.34,62.11,-86.93,-99.91,55.44,55.44,522.16,522.16,25.0,25000000000.0,,37.15,25.0,0.0,25.0,53.0,54.0,0.0,30.0,,,1302.0,18.0,18.0,,,,,TRUE
FLiK,1478.0,FLIK,0.0003,4e-08,0.0,-3.42,47.87,128.38,-17.15,-22.84,-39.32,-96.42,18.88,18.88,0.0,0.0,60.124,80000000.0,600000000.0,37.05,20.0,0.0,0.0,33.0,47.0,5.0,100.0,,,14.0,16.0,16.0,,,,,TRUE
The ChampCoin,963.0,TCC,0.003,3.7e-07,5.29,-1.58,24.6,64.19,55.65,44.24,-20.86,-94.02,515.86,515.86,430.23,430.23,173.795,196869545.0,,37.0,,,0.0,80.0,40.0,0.0,100.0,0.0,0.0,71778.0,18.0,18.0,0.0015,267.05,-0.5,-0.48232078470902956,FALSE
Nekonium,1514.0,NUKO,0.0009,1.1e-07,-3.06,-10.9,18.77,14.69,-10.01,-23.92,-56.48,-82.46,10.43,10.43,52.77,52.77,12.001,21606559.0,,37.0,,,10.0,53.0,19.0,0.0,70.0,60.0,60.0,40.0,14.0,14.0,0.0004,5.39,-0.5555555555555556,-0.48322147651006714,FALSE
HondaisCoin,1733.0,HNDC,4.2e-06,0.0,179.84,314.57,468.32,17.23,-89.56,1.39,-93.49,-93.49,0.0,0.0,18.74,18.74,0.0,50411959616.0,100000000000.0,37.0,,,0.0,90.0,23.0,0.0,100.0,15.0,15.0,31.0,3.0,3.0,7.49e-06,0.0,0.7833333333333335,1,FALSE
Staker,1564.0,STR,0.0021,2.6e-07,-0.12,152.72,111.42,-52.11,-59.22,-78.59,-84.76,-84.76,2.93,2.93,16.25,16.25,1.427,2000368.0,7785000.0,36.85,18.0,0.0,20.0,75.0,32.0,5.0,70.0,,,7.0,5.0,5.0,0.0013,1.9,-0.38095238095238093,-0.35153583617747447,FALSE
Equal,996.0,EQL,0.001,1.3e-07,-0.12,80.28,68.45,18.33,10.29,-6.65,-11.89,-27.55,422.09,422.09,342.87,342.87,411.455,797107071.0,,36.8,0.0,0.0,50.0,58.0,49.0,0.0,100.0,0.0,0.0,320.0,12.0,12.0,0.0007,213.07,-0.30000000000000004,-0.4952024449761899,FALSE
Titcoin,1460.0,TIT,0.0004,5e-08,-0.13,5.25,5.25,22.89,-10.21,-44.81,-75.52,-91.13,25.43,25.43,4.86,4.86,64.378,64378197.0,69000000.0,36.8,0.0,0.0,30.0,88.0,28.0,20.0,30.0,25.0,25.0,23.0,53.0,53.0,0.0003,19.71,-0.2500000000000001,-0.2249311836413684,FALSE
TagCoin,1164.0,TAG,0.0278,3.51e-06,-0.11,5.57,5.57,65.24,-1.63,3.52,-54.11,-47.31,178.97,178.97,45.49,45.49,6.434,6433866.0,,36.75,24.0,0.0,20.0,65.0,49.0,5.0,30.0,,,24.0,63.0,63.0,0.0163,104.78,-0.4136690647482015,-0.4145387495110912,FALSE
BigUp,1284.0,BIGUP,4.39e-05,1e-08,360.48,385.49,504.05,449.64,272.54,10.17,51.11,-84.73,93.83,93.83,21.52,21.52,2.138,2137572489.0,,36.65,,,0.0,78.0,34.0,55.0,100.0,5.0,5.0,4.0,35.0,35.0,,,,,TRUE
NuBits,934.0,USNBT,0.0535,6.75e-06,-0.12,-2.22,12.89,42.37,55.72,25.62,-47.76,-77.41,587.19,587.19,15.62,15.62,10.982,70510851.0,,36.6,0.0,0.0,50.0,78.0,40.0,0.0,30.0,10.0,10.0,15415.0,52.0,52.0,0.0534,586.75,-0.0018691588785045969,-0.0007493315621860974,FALSE
Emphy,1195.0,EPY,0.0203,2.56e-06,-0.28,9.44,49.02,51.16,34.1,59.06,-23.8,-62.33,160.25,160.25,1.04,1.04,7.902,15375000.0,,36.6,,,50.0,68.0,30.0,5.0,100.0,0.0,0.0,595.0,15.0,15.0,0.0116,92.16,-0.42857142857142855,-0.4248985959438378,FALSE
Joulecoin,1275.0,XJO,0.0027,7.8e-07,0.0,0.0,0.0,-2.64,-13.59,-25.41,-45.26,-72.22,101.4,101.4,0.0,0.0,37.83,37830499.0,,36.5,,,10.0,80.0,24.0,0.0,0.0,30.0,30.0,15.0,62.0,62.0,,,,,TRUE
InflationCoin,1220.0,IFLT,3.16e-06,0.0,0.68,46.93,46.93,50.83,19.15,58.08,-35.73,-98.74,141.49,141.49,97.34,97.34,44.79,44790092020.0,,36.5,,,10.0,78.0,30.0,0.0,100.0,10.0,10.0,34.0,25.0,25.0,8.5e-07,37.86,-0.7310126582278481,-0.7324192522439749,FALSE
Swing,1323.0,SWING,0.0166,2.09e-06,16.52,41.95,41.95,20.83,10.48,3.42,-4.72,-64.9,70.17,70.17,112.07,112.07,4.229,4228800.0,,36.5,,,0.0,78.0,39.0,5.0,70.0,5.0,5.0,64.0,40.0,40.0,0.0123,53.79,-0.25903614457831325,-0.23343309106455754,FALSE
MyToken,1731.0,MT,0.0041,5.2e-07,-0.38,-1.49,32.84,249.64,183.11,185.24,9.18,-64.35,0.0,0.0,926.63,926.63,0.0,4000000000.0,,36.5,,,0.0,76.0,44.0,0.0,70.0,0.0,0.0,164319.0,9.0,9.0,0.0011,0.0,-0.7317073170731707,1,FALSE
SixEleven,1199.0,611,0.3319,4.19e-05,-0.13,27.06,39.67,652.46,478.39,356.73,93.61,87.97,157.33,157.33,11.1,11.1,474.075,474075.0,,36.4,,,10.0,78.0,35.0,0.0,0.0,15.0,15.0,36.0,33.0,33.0,,,,,TRUE
Orbitcoin,858.0,ORB,0.2616,3.302e-05,-6.84,-4.95,27.91,142.72,95.99,159.3,83.51,12.53,842.44,842.44,15.52,15.52,3.221,3220616.0,,36.35,,,30.0,90.0,13.0,20.0,100.0,10.0,10.0,33.0,62.0,62.0,0.2882,928.22,0.1016819571865444,0.10182327524808885,FALSE
Linx,1312.0,LINX,0.0022,2.8e-07,2.28,-9.99,5.36,-34.11,-34.68,-44.25,-63.59,-89.01,80.2,80.2,127.75,127.75,36.265,37264798.0,100000000.0,36.3,0.0,0.0,30.0,68.0,28.0,0.0,100.0,30.0,30.0,134.0,20.0,20.0,,,,,TRUE
RedCoin,1477.0,RED,0.0003,7e-08,0.0,0.0,0.0,0.0,-35.79,-28.82,-50.04,-70.87,19.15,19.15,0.0,0.0,74.108,74107896.0,,36.25,,,0.0,80.0,34.0,0.0,30.0,15.0,15.0,21.0,60.0,60.0,,,,,TRUE
FairGame,1730.0,FAIR,0.0033,4.1e-07,2.11,1.36,-2.17,59.14,48.82,27.64,-41.83,-64.03,0.0,0.0,2.36,2.36,0.0,1200000000.0,,36.1,0.0,0.0,30.0,63.0,44.0,50.0,70.0,5.0,5.0,313547.0,13.0,13.0,0.0017,0.0,-0.48484848484848486,1,FALSE
SuperEdge,1728.0,ECT,8.423e-05,1e-08,-0.23,-14.74,-18.23,149.48,85.14,37.7,4.34,4.34,0.0,0.0,191.24,191.24,0.0,2000000000.0,,36.05,63.0,0.0,30.0,56.0,38.0,0.0,100.0,10.0,10.0,961.0,6.0,6.0,1.536e-05,0.0,-0.8176421702481301,1,FALSE
MktCoin,823.0,MLM,0.0008,1e-07,-5.77,-1.35,-26.24,-23.5,-65.4,-67.43,-80.92,-82.01,962.6,962.6,6.43,6.43,1.21,2274139410.0,,36.0,0.0,0.0,10.0,70.0,48.0,0.0,70.0,15.0,15.0,4949.0,12.0,12.0,0.0001,154.41,-0.875,-0.8395906918761687,FALSE
Cashbery Coin,325.0,CBC,0.1433,1.81e-05,2.84,29.54,88.8,25.61,135.0,107.62,-69.87,-69.87,9.45,9.45,56.49,56.49,65.962,90009974.0,,35.85,0.0,0.0,30.0,45.0,51.0,5.0,100.0,15.0,15.0,129266.0,5.0,5.0,0.0121,812.89,-0.9155617585484996,85.02010582010583,FALSE
Miners' Reward Token,774.0,MRT,0.1213,1.532e-05,-0.38,-3.89,11.56,-0.61,-9.15,-15.54,42.96,34.08,1.21,1.21,5.67,5.67,10.0,10000000.0,,35.85,,,0.0,58.0,61.0,0.0,0.0,0.0,0.0,2315.0,19.0,19.0,0.0103,102.51,-0.9150865622423743,83.71900826446281,FALSE
ERA,1729.0,ERA,0.0007,9e-08,0.57,-26.11,24.76,-58.15,-63.58,-63.33,-78.15,-96.8,0.0,0.0,0.0,0.0,0.0,6022910.0,240000000.0,35.6,,,0.0,85.0,19.0,50.0,70.0,20.0,20.0,64.0,18.0,18.0,,,,,TRUE
bitUSD,473.0,BITUSD,1.02,0.00012854,0.0,-1.15,-0.77,35.64,24.12,17.74,2.16,-0.38,4.42,4.42,332.39,332.39,4.34,4339970.0,,35.55,,,50.0,58.0,43.0,0.0,0.0,0.0,0.0,19048.0,52.0,52.0,0.7131,2.03,-0.30088235294117655,-0.5407239819004526,FALSE
TeslaCoin,1071.0,TES,0.0038,1.09e-06,0.0,0.0,0.0,0.0,-21.4,-14.53,-70.74,-79.35,294.68,294.68,0.0,0.0,78.253,78253457.0,,35.55,,,30.0,93.0,13.0,0.0,100.0,5.0,5.0,60.0,60.0,60.0,,,,,TRUE
X-Coin,1363.0,XCO,0.0045,5.7e-07,7.39,8.6,8.6,70.53,81.45,23.7,34.4,-45.56,55.78,55.78,10.26,10.26,12.385,12384976.0,,35.55,,,0.0,78.0,34.0,0.0,100.0,5.0,5.0,33.0,47.0,47.0,0.002,25.29,-0.5555555555555555,-0.5466116887773396,FALSE
Bitstar,1201.0,BITS,0.0077,9.8e-07,-0.12,44.81,44.81,85.33,66.85,64.4,-1.6,-59.01,156.84,156.84,7.74,7.74,20.251,20251297.0,,35.5,,,30.0,83.0,20.0,0.0,100.0,5.0,5.0,4.0,57.0,57.0,0.0055,115.41,-0.28571428571428575,-0.2641545524100995,FALSE
Lendroid Support Token,1719.0,LST,0.0004,5e-08,-0.23,-18.8,-95.6,-52.21,-60.3,-60.81,-80.2,-91.38,0.0,0.0,1.73,1.73,0.0,1210071487.0,,35.5,20.0,0.0,50.0,58.0,38.0,0.0,100.0,5.0,5.0,542.0,10.0,10.0,0.0002,0.0,-0.5,1,FALSE
Evimeria,1148.0,EVI,1.269e-05,0.0,13.98,31.31,24.39,81.48,65.78,8.35,-63.51,-63.51,196.93,196.93,7.93,7.93,15.519,30000000000.0,,35.4,,,10.0,56.0,48.0,20.0,100.0,0.0,0.0,2406.0,5.0,5.0,1.48e-06,4.99,-0.8833727344365643,-0.9746610470725638,FALSE
Shadow Token,1135.0,SHDW,0.0305,3.85e-06,0.0,-0.91,31.91,38.18,24.99,79.38,167.21,208.68,213.3,213.3,0.0,0.0,7.0,10000000.0,,35.3,43.0,0.0,50.0,68.0,41.0,5.0,30.0,0.0,0.0,46.0,18.0,18.0,0.0198,138.62,-0.35081967213114745,-0.3501172058134084,FALSE
RRCoin,1718.0,RRC,0.0028,3.6e-07,0.0,0.0,70.64,56.58,35.75,34.54,-26.85,-26.85,0.0,0.0,0.0,0.0,0.0,1800000000.0,,35.25,14.0,75.0,0.0,65.0,27.0,0.0,100.0,,,6054.0,6.0,6.0,8.816e-05,0.0,-0.9685142857142858,1,FALSE
RouletteToken,1309.0,RLT,0.008,1.01e-06,0.54,-3.19,21.73,49.52,19.26,8.0,-36.95,-83.7,81.55,81.55,1.49,1.49,10.219,10219788.0,,35.05,0.0,0.0,10.0,98.0,27.0,5.0,100.0,5.0,5.0,1841.0,21.0,21.0,0.0009,9.92,-0.8875000000000001,-0.8783568362967504,FALSE
BitMoney,1525.0,BIT,9.365e-05,1e-08,-0.12,6.02,13.71,-78.56,-84.02,-97.17,-99.43,-99.43,7.73,7.73,55.17,55.17,82.498,87904513.0,70000000000.0,35.05,0.0,0.0,5.0,46.0,58.0,0.0,70.0,,,1208.0,4.0,4.0,5.446e-05,4.49,-0.41847303790710094,-0.4191461836998706,FALSE
Jiyo,1580.0,JIYOX,6.939e-05,2e-08,0.0,0.0,0.69,-35.83,-88.55,-92.46,-96.61,-99.87,1.08,1.08,0.0,0.0,15.588,18286837.0,,35.05,43.0,0.0,10.0,88.0,19.0,0.0,70.0,25.0,25.0,1.0,14.0,14.0,,,,,TRUE
RussiaCoin,1141.0,RC,0.0244,7.07e-06,0.0,0.0,0.0,0.0,-31.22,-30.41,-72.24,-85.72,204.45,204.45,0.0,0.0,8.378,8377873.0,,35.0,,,10.0,83.0,34.0,0.0,0.0,5.0,5.0,10.0,37.0,37.0,,,,,TRUE
JavaScript Token,1543.0,JS,0.0007,9e-08,-0.13,-5.41,16.61,-59.61,-71.89,-74.3,-84.19,-92.78,5.68,5.68,1.56,1.56,7.992,7991996.0,,35.0,,,0.0,75.0,34.0,0.0,30.0,15.0,15.0,4.0,15.0,15.0,0.0008,6.65,0.14285714285714293,0.17077464788732408,FALSE
EcoCoin,1535.0,ECO,0.0056,1.62e-06,0.0,0.25,-20.0,-21.55,-15.64,30.34,-52.62,-96.63,6.56,6.56,0.0,0.0,1.175,1175905.0,,35.0,,,10.0,83.0,34.0,0.0,0.0,5.0,5.0,10.0,20.0,20.0,,,,,TRUE
Animation Vision Cash,1708.0,AVH,0.0006,7e-08,-0.12,-2.8,13.37,18.59,24.49,-1.4,-22.25,-84.4,0.0,0.0,39.79,39.79,0.0,10000000000.0,,34.95,43.0,75.0,10.0,60.0,44.0,0.0,70.0,0.0,0.0,66571.0,12.0,12.0,0.0001,0.0,-0.8333333333333333,1,FALSE
UltraNote Coin,1079.0,XUN,7.902e-05,1e-08,-0.12,-2.8,29.56,13.03,-35.57,-35.25,-89.54,-89.54,282.26,282.26,43.46,43.46,3.572,18946809518.0,,34.9,,,10.0,78.0,37.0,5.0,0.0,5.0,5.0,8383.0,6.0,6.0,6.284e-05,14.34,-0.20475828904074914,-0.9491957769432439,FALSE
Truckcoin,1223.0,TRK,0.0006,1.7e-07,0.0,0.0,0.0,0.0,-19.45,-33.32,-34.54,-71.54,139.54,139.54,0.0,0.0,236.228,236227553.0,,34.85,,,10.0,78.0,24.0,0.0,0.0,25.0,25.0,9.0,55.0,55.0,,,,,TRUE
BitQuark,1558.0,BTQ,0.0003,1e-07,-0.48,-61.65,-60.59,-46.19,-39.48,-81.48,-68.77,-95.88,3.8,3.8,6.38,6.38,11.02,11019987.0,,34.85,0.0,0.0,30.0,68.0,19.0,25.0,100.0,30.0,30.0,25.0,54.0,54.0,,,,,TRUE
SACoin,1707.0,SAC,0.0385,4.86e-06,0.0,0.0,-19.76,75.34,88.62,25.11,-96.47,-96.47,0.0,0.0,0.0,0.0,0.0,200000000.0,,34.85,,,0.0,83.0,34.0,5.0,70.0,0.0,0.0,3.0,6.0,6.0,,,,,TRUE
Excaliburcoin,1709.0,EXC,7.46e-06,0.0,0.0,0.86,19.19,42.9,3.53,-40.35,-74.58,-74.58,0.0,0.0,0.0,0.0,0.0,65000000000.0,,34.85,21.0,25.0,20.0,55.0,21.0,0.0,100.0,,,75.0,6.0,6.0,,,,,TRUE
NuShares,574.0,NSR,0.001,1.3e-07,-0.13,-2.8,68.43,861.39,535.44,1185.0,1489.0,246.8,2.85,2.85,9.05,9.05,2.778,3134648141.0,,34.8,0.0,0.0,50.0,88.0,34.0,0.0,30.0,0.0,0.0,225.0,51.0,51.0,0.0008,2.12,-0.19999999999999998,-0.25614035087719295,FALSE
I0Coin,1120.0,I0C,0.0111,3.21e-06,0.0,0.0,0.0,0.0,-23.31,-31.13,-49.06,-81.52,232.54,232.54,0.0,0.0,20.996,20995773.0,,34.8,,,0.0,80.0,39.0,0.0,0.0,5.0,5.0,26.0,62.0,62.0,,,,,TRUE
